,giniCoefficient,shannonsEntropy,BUSD.netSwapFlow,BUSD.netLPFlow,3Crv.netSwapFlow,3Crv.netLPFlow
2023-03-01 02:02:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:03:00,0.28845190349993893,0.7443434292126139,0.0,0,0.0,0
2023-03-01 02:04:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:05:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:06:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:07:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:08:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:09:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:10:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:11:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:12:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:13:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:14:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:15:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:16:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:17:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:18:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:19:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:20:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:21:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:22:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:23:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:24:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:25:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:26:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:27:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:28:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:29:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:30:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:31:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:32:00,0.28845190349993893,0.7443434292126139,0.0,0,0.0,0
2023-03-01 02:33:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:34:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:35:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:36:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:37:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:38:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:39:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:40:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:41:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:42:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:43:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:44:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:45:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:46:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:47:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:48:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:49:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:50:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:51:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:52:00,0.28845190349993893,0.7443434292126139,0.0,0,0.0,0
2023-03-01 02:53:00,0.28845190349993893,0.7443434292126139,0.0,0,0.0,0
2023-03-01 02:54:00,0.28618730556193794,0.7485759187783252,0.0,0,0.0,0
2023-03-01 02:55:00,0.29071650143793987,0.7401109396469024,0.0,0,0.0,0
2023-03-01 02:56:00,0.2839489144435413,0.7527606817529465,0.0,0,0.0,0
2023-03-01 02:57:00,0.2850877651174428,0.7506325053223184,0.0,0,0.0,0
2023-03-01 02:58:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 02:59:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:00:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:01:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:02:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:03:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:04:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:05:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:06:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:07:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:08:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:09:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:10:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:11:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:12:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:13:00,0.2817105233251446,0.7569454447275679,0.0,0,0.0,0
2023-03-01 03:14:00,0.2850877651174428,0.7506325053223184,0.0,0,0.0,0
2023-03-01 03:15:00,0.2884650069097411,0.7443195659170688,0.0,0,0.0,0
2023-03-01 03:16:00,0.2839617208842565,0.7527373879536823,0.0,0,0.0,0
2023-03-01 03:17:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:18:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:19:00,0.2839489144435413,0.7527606817529465,0.0,0,0.0,0
2023-03-01 03:20:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:21:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:22:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:23:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:24:00,0.2816974199153425,0.7569693080231129,0.0,0,0.0,0
2023-03-01 03:25:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:26:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:27:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:28:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:29:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:30:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:31:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:32:00,0.2850877651174428,0.7506325053223184,0.0,0,0.0,0
2023-03-01 03:33:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:34:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:35:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:36:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:37:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:38:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:39:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:40:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:41:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:42:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:43:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:44:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:45:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:46:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:47:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:48:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:49:00,0.2850877651174428,0.7506325053223184,0.0,0,0.0,0
2023-03-01 03:50:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:51:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:52:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:53:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:54:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:55:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:56:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:57:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 03:58:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 03:59:00,0.2839489144435413,0.7527606817529465,0.0,0,0.0,0
2023-03-01 04:00:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 04:01:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 04:02:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 04:03:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 04:04:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 04:05:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 04:06:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 04:07:00,0.2850877651174428,0.7506325053223184,0.0,0,0.0,0
2023-03-01 04:08:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 04:09:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 04:10:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 04:11:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 04:12:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 04:13:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 04:14:00,0.2839620178533434,0.7527368184574016,0.0,0,0.0,0
2023-03-01 04:15:00,0.28621351238154225,0.7485281921872351,0.0,0,0.0,0
2023-03-01 04:16:00,0.2839617681762856,0.7527372972629077,0.0,0,0.0,0
2023-03-01 04:17:00,0.2862131378659555,0.7485289103954944,0.0,0,0.0,0
2023-03-01 04:18:00,0.2839617681762856,0.7527372972629077,0.0,0,0.0,0
2023-03-01 04:19:00,0.2862131378659555,0.7485289103954944,0.0,0,0.0,0
2023-03-01 04:20:00,0.2839617681762856,0.7527372972629077,0.0,0,0.0,0
2023-03-01 04:21:00,0.2862131378659555,0.7485289103954944,0.0,0,0.0,0
2023-03-01 04:22:00,0.2839617681762856,0.7527372972629077,0.0,0,0.0,0
2023-03-01 04:23:00,0.2862131378659555,0.7485289103954944,0.0,0,0.0,0
2023-03-01 04:24:00,0.2839617681762856,0.7527372972629077,0.0,0,0.0,0
2023-03-01 04:25:00,0.28508745302112054,0.7506331038292011,0.0,0,0.0,0
2023-03-01 04:26:00,0.2862131378659555,0.7485289103954944,0.0,0,0.0,0
2023-03-01 04:27:00,0.2839617681762856,0.7527372972629077,0.0,0,0.0,0
2023-03-01 04:28:00,0.2839617681762856,0.7527372972629077,0.0,0,0.0,0
2023-03-01 04:29:00,0.2862131378659555,0.7485289103954944,0.0,0,0.0,0
2023-03-01 04:30:00,0.2862131378659555,0.7485289103954944,0.0,0,0.0,0
2023-03-01 04:31:00,0.2839617681762856,0.7527372972629077,0.0,0,0.0,0
2023-03-01 04:32:00,0.2862131378659555,0.7485289103954944,0.0,0,0.0,0
2023-03-01 04:33:00,0.28621296573539745,0.748529240489022,0.0,0,0.0,0
2023-03-01 04:34:00,0.2839614239151695,0.752737957449963,0.0,0,0.0,0
2023-03-01 04:35:00,0.28621262147428134,0.7485299006760774,0.0,0,0.0,0
2023-03-01 04:36:00,0.28169712294625554,0.7569698775193936,0.0,0,0.0,0
2023-03-01 04:37:00,0.28621262147428134,0.7485299006760774,0.0,0,0.0,0
2023-03-01 04:38:00,0.2839614239151695,0.752737957449963,0.0,0,0.0,0
2023-03-01 04:39:00,0.28621262147428134,0.7485299006760774,0.0,0,0.0,0
2023-03-01 04:40:00,0.2839614239151695,0.752737957449963,0.0,0,0.0,0
2023-03-01 04:41:00,0.2839614239151695,0.752737957449963,0.0,0,0.0,0
2023-03-01 04:42:00,0.2850870226947254,0.7506339290630202,0.0,0,0.0,0
2023-03-01 04:43:00,0.28621262147428134,0.7485299006760774,0.0,0,0.0,0
2023-03-01 04:44:00,0.2839614239151695,0.752737957449963,0.0,0,0.0,0
2023-03-01 04:45:00,0.2839614239151695,0.752737957449963,0.0,0,0.0,0
2023-03-01 04:46:00,0.28621262147428134,0.7485299006760774,0.0,0,0.0,0
2023-03-01 04:47:00,0.2839614239151695,0.752737957449963,0.0,0,0.0,0
2023-03-01 04:48:00,0.28621262147428134,0.7485299006760774,0.0,0,0.0,0
2023-03-01 04:49:00,0.2839614239151695,0.752737957449963,0.0,0,0.0,0
2023-03-01 04:50:00,0.2839614239151695,0.752737957449963,0.0,0,0.0,0
2023-03-01 04:51:00,0.28621262147428134,0.7485299006760774,0.0,0,0.0,0
2023-03-01 04:52:00,0.2839614239151695,0.752737957449963,0.0,0,0.0,0
2023-03-01 04:53:00,0.28621262147428134,0.7485299006760774,0.0,0,0.0,0
2023-03-01 04:54:00,0.2839614239151695,0.752737957449963,0.0,0,0.0,0
2023-03-01 04:55:00,0.28394832050536734,0.752761820745508,0.0,0,0.0,0
2023-03-01 04:56:00,0.2839614239151695,0.752737957449963,0.0,0,0.0,0
2023-03-01 04:57:00,0.28621262147428134,0.7485299006760774,0.0,0,0.0,0
2023-03-01 04:58:00,0.2839614239151695,0.752737957449963,0.0,0,0.0,0
2023-03-01 04:59:00,0.28621262147428134,0.7485299006760774,0.0,0,0.0,0
2023-03-01 05:00:00,0.27942627027244044,0.7612137292365968,0.0,0,0.0,0
2023-03-01 05:01:00,0.2839614239151695,0.752737957449963,0.0,0,0.0,0
2023-03-01 05:02:00,0.28621262147428134,0.7485299006760774,0.0,0,0.0,0
2023-03-01 05:03:00,0.2839614239151695,0.752737957449963,0.0,0,0.0,0
2023-03-01 05:04:00,0.28621262147428134,0.7485299006760774,0.0,0,0.0,0
2023-03-01 05:05:00,0.2839614239151695,0.752737957449963,0.0,0,0.0,0
2023-03-01 05:06:00,0.28621262147428134,0.7485299006760774,0.0,0,0.0,0
2023-03-01 05:07:00,0.28621262147428134,0.7485299006760774,0.0,0,0.0,0
2023-03-01 05:08:00,0.2817102263560577,0.7569460142238487,0.0,0,0.0,0
2023-03-01 05:09:00,0.27945902879694584,0.7611540709977342,0.0,0,0.0,0
2023-03-01 05:10:00,0.27945902879694584,0.7611540709977342,0.0,0,0.0,0
2023-03-01 05:11:00,0.27945902879694584,0.7611540709977342,0.0,0,0.0,0
2023-03-01 05:12:00,0.27945902879694584,0.7611540709977342,0.0,0,0.0,0
2023-03-01 05:13:00,0.27945902879694584,0.7611540709977342,0.0,0,0.0,0
2023-03-01 05:14:00,0.27945902879694584,0.7611540709977342,0.0,0,0.0,0
2023-03-01 05:15:00,0.27945902879694584,0.7611540709977342,0.0,0,0.0,0
2023-03-01 05:16:00,0.27945902879694584,0.7611540709977342,0.0,0,0.0,0
2023-03-01 05:17:00,0.27945902879694584,0.7611540709977342,0.0,0,0.0,0
2023-03-01 05:18:00,0.27945902879694584,0.7611540709977342,0.0,0,0.0,0
2023-03-01 05:19:00,0.27945902879694584,0.7611540709977342,0.0,0,0.0,0
2023-03-01 05:20:00,0.27945902879694584,0.7611540709977342,0.0,0,0.0,0
2023-03-01 05:21:00,0.27945902879694584,0.7611540709977342,0.0,0,0.0,0
