,giniCoefficient,shannonsEntropy,USDN.netSwapFlow,USDN.netLPFlow,3Crv.netSwapFlow,3Crv.netLPFlow
2023-03-01 02:18:00,0.4665216274655698,0.2115455326466776,0.0,0,0.0,0
2023-03-01 02:19:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 02:20:00,0.4666851691907481,0.21075181008311147,0.0,0,0.0,0
2023-03-01 02:21:00,0.4666851691907481,0.21075181008311147,0.0,0,0.0,0
2023-03-01 02:22:00,0.46656251289686435,0.21134710200578605,0.0,0,0.0,0
2023-03-01 02:23:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 02:24:00,0.4666851691907481,0.21075181008311147,0.0,0,0.0,0
2023-03-01 02:25:00,0.4666851691907481,0.21075181008311147,0.0,0,0.0,0
2023-03-01 02:26:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 02:27:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 02:28:00,0.4665216274655698,0.2115455326466776,0.0,0,0.0,0
2023-03-01 02:29:00,0.4666851691907481,0.21075181008311147,0.0,0,0.0,0
2023-03-01 02:30:00,0.4665216274655698,0.2115455326466776,0.0,0,0.0,0
2023-03-01 02:31:00,0.4666851691907481,0.21075181008311147,0.0,0,0.0,0
2023-03-01 02:32:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 02:33:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 02:34:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 02:35:00,0.4665216274655698,0.2115455326466776,0.0,0,0.0,0
2023-03-01 02:36:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 02:37:00,0.4665216274655698,0.2115455326466776,0.0,0,0.0,0
2023-03-01 02:38:00,0.4666851691907481,0.21075181008311147,0.0,0,0.0,0
2023-03-01 02:39:00,0.4666647264751008,0.21085102540355724,0.0,0,0.0,0
2023-03-01 02:40:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 02:41:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 02:42:00,0.4666851691907481,0.21075181008311147,0.0,0,0.0,0
2023-03-01 02:43:00,0.4666851691907481,0.21075181008311147,0.0,0,0.0,0
2023-03-01 02:44:00,0.4666851691907481,0.21075181008311147,0.0,0,0.0,0
2023-03-01 02:45:00,0.4665216274655698,0.2115455326466776,0.0,0,0.0,0
2023-03-01 02:46:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 02:47:00,0.4665216274655698,0.2115455326466776,0.0,0,0.0,0
2023-03-01 02:48:00,0.4666851691907481,0.21075181008311147,0.0,0,0.0,0
2023-03-01 02:49:00,0.4665216274655698,0.2115455326466776,0.0,0,0.0,0
2023-03-01 02:50:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 02:51:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 02:52:00,0.4666851691907481,0.21075181008311147,0.0,0,0.0,0
2023-03-01 02:53:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 02:54:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 02:55:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 02:56:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 02:57:00,0.46656251289686435,0.21134710200578605,0.0,0,0.0,0
2023-03-01 02:58:00,0.4665216274655698,0.2115455326466776,0.0,0,0.0,0
2023-03-01 02:59:00,0.4666851691907481,0.21075181008311147,0.0,0,0.0,0
2023-03-01 03:00:00,0.4665216274655698,0.2115455326466776,0.0,0,0.0,0
2023-03-01 03:01:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 03:02:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 03:03:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 03:04:00,0.4666851691907481,0.21075181008311147,0.0,0,0.0,0
2023-03-01 03:05:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 03:06:00,0.4665216274655698,0.2115455326466776,0.0,0,0.0,0
2023-03-01 03:07:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 03:08:00,0.4665216274655698,0.2115455326466776,0.0,0,0.0,0
2023-03-01 03:09:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 03:10:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 03:11:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 03:12:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 03:13:00,0.466603398328159,0.21114867136489454,0.0,0,0.0,0
2023-03-01 03:14:00,0.4666647264751008,0.21085102540355724,0.0,0,0.0,0
2023-03-01 03:15:00,0.4665216274655698,0.2115455326466776,0.0,0,0.0,0
2023-03-01 03:16:00,0.4666851691907481,0.21075181008311147,0.0,0,0.0,0
2023-03-01 03:17:00,0.4665216274655698,0.2115455326466776,0.0,0,0.0,0
2023-03-01 03:18:00,0.46695484715014046,0.20943223414588436,0.0,0,0.0,0
2023-03-01 03:19:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:20:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:21:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:22:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:23:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:24:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:25:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:26:00,0.46797719384784503,0.20443507034628677,0.0,0,0.0,0
2023-03-01 03:27:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:28:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:29:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:30:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:31:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:32:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:33:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:34:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:35:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:36:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:37:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:38:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:39:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:40:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:41:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:42:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:43:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:44:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:45:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:46:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:47:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:48:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:49:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:50:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:51:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:52:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:53:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:54:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:55:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:56:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:57:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:58:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 03:59:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 04:00:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 04:01:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 04:02:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 04:03:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 04:04:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 04:05:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 04:06:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 04:07:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 04:08:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 04:09:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 04:10:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 04:11:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 04:12:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 04:13:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 04:14:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 04:15:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 04:16:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 04:17:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 04:18:00,0.46811532985029897,0.2037570691151927,0.0,0,0.0,0
2023-03-01 04:19:00,0.46797719384784503,0.20443507034628677,0.0,0,0.0,0
2023-03-01 04:20:00,0.46678471137944666,0.21026238323441143,0.0,0,0.0,0
2023-03-01 04:21:00,0.46734947302095564,0.20750751002748508,0.0,0,0.0,0
2023-03-01 04:22:00,0.46734947302095564,0.20750751002748508,0.0,0,0.0,0
2023-03-01 04:23:00,0.4674876090234096,0.20682950879639103,0.0,0,0.0,0
2023-03-01 04:24:00,0.4669980241989742,0.20922394724649526,0.0,0,0.0,0
2023-03-01 04:25:00,0.46689136778921037,0.20974316524045336,0.0,0,0.0,0
2023-03-01 04:26:00,0.46678471137944666,0.21026238323441143,0.0,0,0.0,0
2023-03-01 04:27:00,0.4669980241989742,0.20922394724649526,0.0,0,0.0,0
2023-03-01 04:28:00,0.4671361602014281,0.20854594601540125,0.0,0,0.0,0
2023-03-01 04:29:00,0.4669980241989742,0.20922394724649526,0.0,0,0.0,0
2023-03-01 04:30:00,0.4674876090234096,0.20682950879639103,0.0,0,0.0,0
2023-03-01 04:31:00,0.46678471137944666,0.21026238323441143,0.0,0,0.0,0
2023-03-01 04:32:00,0.4669980241989742,0.20922394724649526,0.0,0,0.0,0
2023-03-01 04:33:00,0.4674876090234096,0.20682950879639103,0.0,0,0.0,0
2023-03-01 04:34:00,0.4674876090234096,0.20682950879639103,0.0,0,0.0,0
2023-03-01 04:35:00,0.46734947302095564,0.20750751002748508,0.0,0,0.0,0
2023-03-01 04:36:00,0.4671361602014281,0.20854594601540125,0.0,0,0.0,0
2023-03-01 04:37:00,0.46734947302095564,0.20750751002748508,0.0,0,0.0,0
2023-03-01 04:38:00,0.46678471137944666,0.21026238323441143,0.0,0,0.0,0
2023-03-01 04:39:00,0.46678471137944666,0.21026238323441143,0.0,0,0.0,0
2023-03-01 04:40:00,0.4671361602014281,0.20854594601540125,0.0,0,0.0,0
2023-03-01 04:41:00,0.4669980241989742,0.20922394724649526,0.0,0,0.0,0
2023-03-01 04:42:00,0.4673306788166873,0.2075976187166906,0.0,0,0.0,0
2023-03-01 04:43:00,0.46678471137944666,0.21026238323441143,0.0,0,0.0,0
2023-03-01 04:44:00,0.4669980241989742,0.20922394724649526,0.0,0,0.0,0
2023-03-01 04:45:00,0.4671361602014281,0.20854594601540125,0.0,0,0.0,0
2023-03-01 04:46:00,0.46734947302095564,0.20750751002748508,0.0,0,0.0,0
2023-03-01 04:47:00,0.46678471137944666,0.21026238323441143,0.0,0,0.0,0
2023-03-01 04:48:00,0.4669980241989742,0.20922394724649526,0.0,0,0.0,0
2023-03-01 04:49:00,0.46678471137944666,0.21026238323441143,0.0,0,0.0,0
2023-03-01 04:50:00,0.4669980241989742,0.20922394724649526,0.0,0,0.0,0
2023-03-01 04:51:00,0.46678471137944666,0.21026238323441143,0.0,0,0.0,0
2023-03-01 04:52:00,0.466571398559919,0.21130081922232757,0.0,0,0.0,0
2023-03-01 04:53:00,0.4678390578453911,0.20511307157738085,0.0,0,0.0,0
2023-03-01 04:54:00,0.4669980241989742,0.20922394724649526,0.0,0,0.0,0
2023-03-01 04:55:00,0.4674876090234096,0.20682950879639103,0.0,0,0.0,0
2023-03-01 04:56:00,0.4669980241989742,0.20922394724649526,0.0,0,0.0,0
2023-03-01 04:57:00,0.4674876090234096,0.20682950879639103,0.0,0,0.0,0
2023-03-01 04:58:00,0.4677009218429372,0.20579107280847486,0.0,0,0.0,0
2023-03-01 04:59:00,0.4669980241989742,0.20922394724649526,0.0,0,0.0,0
2023-03-01 05:00:00,0.4673306788166873,0.2075976187166906,0.0,0,0.0,0
2023-03-01 05:01:00,0.46678471137944666,0.21026238323441143,0.0,0,0.0,0
2023-03-01 05:02:00,0.4669980241989742,0.20922394724649526,0.0,0,0.0,0
2023-03-01 05:03:00,0.4671361602014281,0.20854594601540125,0.0,0,0.0,0
2023-03-01 05:04:00,0.4669980241989742,0.20922394724649526,0.0,0,0.0,0
2023-03-01 05:05:00,0.4671361602014281,0.20854594601540125,0.0,0,0.0,0
2023-03-01 05:06:00,0.4669980241989742,0.20922394724649526,0.0,0,0.0,0
2023-03-01 05:07:00,0.4671361602014281,0.20854594601540125,0.0,0,0.0,0
2023-03-01 05:08:00,0.46734947302095564,0.20750751002748508,0.0,0,0.0,0
2023-03-01 05:09:00,0.4671361602014281,0.20854594601540125,0.0,0,0.0,0
2023-03-01 05:10:00,0.4677009218429372,0.20579107280847486,0.0,0,0.0,0
2023-03-01 05:11:00,0.4671361602014281,0.20854594601540125,0.0,0,0.0,0
2023-03-01 05:12:00,0.46734947302095564,0.20750751002748508,0.0,0,0.0,0
2023-03-01 05:13:00,0.4674876090234096,0.20682950879639103,0.0,0,0.0,0
2023-03-01 05:14:00,0.46734947302095564,0.20750751002748508,0.0,0,0.0,0
2023-03-01 05:15:00,0.4671361602014281,0.20854594601540125,0.0,0,0.0,0
2023-03-01 05:16:00,0.4669980241989742,0.20922394724649526,0.0,0,0.0,0
2023-03-01 05:17:00,0.4677699898441642,0.20545207219292785,0.0,0,0.0,0
2023-03-01 05:18:00,0.46678471137944666,0.21026238323441143,0.0,0,0.0,0
2023-03-01 05:19:00,0.46734947302095564,0.20750751002748508,0.0,0,0.0,0
2023-03-01 05:20:00,0.46678471137944666,0.21026238323441143,0.0,0,0.0,0
2023-03-01 05:21:00,0.46734947302095564,0.20750751002748508,0.0,0,0.0,0
2023-03-01 05:22:00,0.4674876090234096,0.20682950879639103,0.0,0,0.0,0
2023-03-01 05:23:00,0.4669980241989742,0.20922394724649526,0.0,0,0.0,0
2023-03-01 05:24:00,0.4671361602014281,0.20854594601540125,0.0,0,0.0,0
